genes	INSR	HFE	NFIC	PPP1R13L	TREM2	PSMA1	DPP10	MTHFD1L	CLASRP	VSNL1	MAN2A1	CYP8B1	MAPT	CLMN	CCR2	HS3ST1	FERMT2	BLOC1S3	HLA-DRB5	PICALM	APOC2	CLNK	HLA-DRB1	SLC24A4	CHRNA2	CLPTM1	PPARG	MMP12	MS4A4A	ACHE	SORCS1	ABCA7	TCF7L2	EXOC3L2	DSG2	CEACAM16	CELF1	PILRA	PLCG2	ZNF652	LILRA5	SCN1A	FRMD4A	CACNA2D1	CACNA1G	CHRNA7	UBQLN1	APOC4	PACSIN3	CRH	SCARB1	ZCWPW1	SUCLG2	MAPK8IP1	NKPD1	BIN1	APOB	KIT	GRIN2A	SCN8A	PTK2B	PLAU	VLDLR	BACE1	UBE2L3	APP	NME8	PDGFRB	ADAM10	CNTNAP2	CNTNAP5	BZW2	HMGCR	TRAPPC6A	CASS4	CDC25B	ALDH1A2	ALDH5A1	CLU	SCIMP	CALHM1	CHRNB2	EPHA1	SPON1	VASP	MMP3	LIPG	CBLC	IL1B	TOMM40	IGSF23	ECE1	MADD	HLA-DRA	GLIS3	CD33	MT-ND2	HBEGF	CCRL2	STAT4	INPP5D	ADAMTS4	MMP13	PPP1R37	MS4A4E	RELB	MS4A6A	APOE	OARD1	BCAM	RBFOX1	TFCP2	PSEN1	GSK3B	ABCA1	ABI3	BCHE	MS4A2	HARBI1	LRP4	PSEN2	PVR	BCAS3	ACE	KIR3DL2	SYNJ1	PFDN1	MYO16	RIN3	ECHDC3	MARK4	APOC1	BCL3	APH1B	CD2AP	GAB2	PVRL2	FBXL7	OR4S1	IL6R	CR1	GRIN3B	CRY2	ESR1	SORL1	BCL2	ACP2	label
GAGE10	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0
TMEM134	0.0231566	0.0381232	0.0585486	0.029061	0.07012	0.0315764	0.0231566	0.0196736	0.0231566	0.0315764	0.0315764	0.0420531	0.0231566	0.0209283	0.0231566	0.0196736	0.0315764	0.0209283	0.029061	0.0315764	0.0364888	0.0231566	0.0577024	0.0209283	0.0168594	0.0955521	0.0381232	0.0231566	0.00997894	0.0331031	0.0196736	0.0679007	0.0315764	0.0420531	0.0231566	0.00997894	0.0315764	0.0331031	0.0316164	0.0231566	0.0268917	0.0315764	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.0209283	0.0861884	0.0315764	0.0408771	0.0240564	0.0420531	0.0451171	0.0506398	0.0364888	0.015768	0.0315764	0.0231566	0.0315764	0.015768	0.0268917	0.0315764	0.0331031	0.0231566	0.0231566	0.0315764	0.0420531	0.0315764	0.0315764	0.00997894	0.0315764	0.0315764	0.20164	0.0209283	0.0351317	0.0196736	0.0196736	0.0196736	0.00997894	0.0209283	0.029061	0.0577024	0.0231566	0.038545	0.00997894	0.0231566	0.054523	0.0381232	0.0601434	0.00997894	0.0442577	0.00997894	0.0351317	0.0231566	0.0231566	0.00997894	0.0168594	0.0351317	0.015768	0.0689016	0.00997894	0.0231566	0.0316164	0.00997894	0.07012	0.0209283	0.0707655	0.0196736	0.0422906	0.0315764	0.0315764	0.0535966	0.0315764	0.0196736	0.0422906	0.0231566	0.0231566	0.0168594	0.0231566	0.0364888	0.0315764	0.038545	0.0504271	0.0196736	0.0315764	0.0196736	0.0231566	0.0504271	0.029061	0.0268917	0.0647416	0.0692684	0.0196736	0.0315764	0.0196736	0.0692684	0.0231566	0.00997894	0.0240564	0.015768	0.0196736	0.0315764	0.015768	0.0315764	0.0196736	0.0168594	0
CXORF38	0.0196736	0.0331031	0.0231566	0.0231566	0.0196736	0.0634819	0.00997894	0.0209283	0.0315764	0.0231566	0.038545	0.0315764	0.00997894	0.0168594	0.0231566	0.0315764	0.0924152	0.0231566	0.0331031	0.0351317	0.0315764	0.0315764	0.029061	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.0364888	0.0315764	0.0315764	0.0315764	0.0196736	0.0209283	0.0196736	0.00997894	0.0240564	0.0196736	0.0231566	0.029061	0.0231566	0.0315764	0.0209283	0.00997894	0.0315764	0.0168594	0.029061	0.0315764	0.0315764	0.0231566	0.0231566	0.0240564	0.0782811	0.0315764	0.0315764	0.0231566	0.0315764	0.0351317	0.0315764	0.0315764	0.0231566	0.0315764	0.0209283	0.00997894	0.0861884	0.0231566	0.0315764	0.0315764	0.0637402	0.0168594	0.0231566	0.0168594	0.00997894	0.0315764	0.0231566	0.0408771	0.0315764	0.0231566	0.0268917	0.0196736	0.0231566	0.0315764	0.0196736	0.0231566	0.0422906	0.0315764	0.0168594	0.0315764	0.0315764	0.0315764	0.00997894	0.0209283	0.0196736	0.0316164	0.0268917	0.0315764	0.00997894	0.0231566	0.0315764	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.00997894	0.0315764	0.0422906	0.0331031	0.0240564	0.0168594	0.0196736	0.0209283	0.0442577	0.0315764	0.095521	0.0315764	0.0168594	0.0315764	0.038545	0.0168594	0.0196736	0.0315764	0.0231566	0.0231566	0.015768	0.0209283	0.0196736	0.0315764	0.0231566	0.00997894	0.0315764	0.0231566	0.0315764	0.0471829	0.106717	0.0315764	0.0422906	0.038545	0.00997894	0.0315764	0.0240564	0.0315764	0.0231566	0.0196736	0.0231566	0.0168594	0.0316164	0
CRY2	0.302614	0.14903	0.381269	0.302614	0.114735	0.0231566	0.0601434	0.120477	0.0315764	0.127142	0.385256	0.114735	0.747334	0.015768	0.373767	0.106323	0.086113	0.201107	0.0231566	0.14903	0.0315764	0.114735	0.0315764	0.337233	0.114735	0.0971778	0.451245	0.373767	0.0231566	0.747334	0.130837	0.0385218	0.238907	0.0231566	0.114735	0.0168594	0.283571	0.249807	0.373767	0.0315764	0.0231566	0.366029	0.0539884	0.438506	0.549561	0.484822	0.0268917	0.0315764	0.00997894	0.466453	0.288138	0.015768	0.0315764	0.388422	0.0315764	0.63141	0.249807	0.621457	0.408243	0.822165	0.72062	0.373767	0.268658	0.591326	0.214468	0.571451	0.0315764	0.531995	0.302614	0.327847	0.0209283	0.0315764	0.0601664	0.15854	0.0231566	0.103913	0.373767	0.481627	0.0782811	0.090157	0.00997894	0.310917	0.198237	0.0268917	0.249807	0.198237	0.114735	0.0315764	0.249807	0.0575166	0.00997894	0.513522	0.444789	0.0231566	0.103913	0.0315764	0.00997894	0.268658	0.114735	0.170089	0.302614	0.103913	0.249807	0.0552863	0.00997894	0.302614	0.0315764	0.781123	0.0196736	0.086113	0.55517	0.0315764	0.531995	0.259062	0.373767	0.0315764	0.114735	0.0315764	0.0196736	0.155765	0.423248	0.0480393	0.107394	0.374073	0.0196736	0.173249	0.302614	0.0539884	0.0315764	0.0315764	0.494003	0.0315764	0.194908	0.00997894	0.373767	0.302614	0.0168594	0.0315764	0.015768	0.15854	0.0315764	0.249807	0	0.4904	0.55517	0.4904	0.554801	1
UBL3	0.0940856	0.0940856	0.084426	0.118163	0.118163	0.107394	0.0455834	0.0196736	0.0315764	0.0971778	0.095521	0.0315764	0.0679007	0.00997894	0.0315764	0.0498384	0.20164	0.0231566	0.00997894	0.20164	0.0315764	0.118163	0.0940856	0.0196736	0.0315764	0.0562352	0.0315764	0.0315764	0.00997894	0.0315764	0.0240564	0.0168594	0.00997894	0.0315764	0.0315764	0.0397748	0.0575166	0.118163	0.118163	0.0331031	0.118163	0.20164	0.0231566	0.0689016	0.0231566	0.0231566	0.302652	0.0315764	0.118163	0.0315764	0.0315764	0.0315764	0.0585486	0.153305	0.0315764	0.19732	0.0315764	0.141449	0.0196736	0.0455834	0.0316164	0.0315764	0.127142	0.139107	0.509308	0.20164	0.0315764	0.0887712	0.114063	0.0240564	0.0196736	0.0196736	0.0754995	0.0315764	0.0940856	0.0315764	0.0315764	0.094708	0.0924152	0.0231566	0.0231566	0.0315764	0.0940856	0.0649288	0.0315764	0.0315764	0.0231566	0.0940856	0.0315764	0.0315764	0.00997894	0.0240564	0.0196736	0.0209283	0.0231566	0.0315764	0.00997894	0.0601434	0.0315764	0.0315764	0.118163	0.0471829	0.0315764	0.0315764	0.00997894	0.0315764	0.0315764	0.0607152	0.0506398	0.118163	0.0675365	0.029061	0.0422906	0.095521	0.0601664	0.118163	0.0168594	0.0315764	0.0231566	0.029061	0.0231566	0.0315764	0.0168594	0.0315764	0.0658332	0.0907899	0.0408771	0.0761887	0.118163	0.0315764	0.0315764	0.0315764	0.118163	0.0751149	0.196705	0.0315764	0.118163	0.0196736	0.00997894	0.0940856	0.0315764	0.0315764	0.0209283	0.0315764	0.445824	0.0315764	0.029061	0
SMIM4	0.015768	0.0631319	0.015768	0.0240564	0.0209283	0.00997894	0.0168594	0.0316164	0.0196736	0.0315764	0.0196736	0.0364888	0.0231566	0.0168594	0.0351317	0.00997894	0.0196736	0.029061	0.0209283	0.0231566	0.0240564	0.0331031	0.015768	0.0196736	0.0422906	0.0209283	0.0381232	0.0240564	0.0331031	0.0209283	0.00997894	0.0240564	0.0240564	0.0331031	0.0240564	0.015768	0.0231566	0.0331031	0.0209283	0.0196736	0.0268917	0.00997894	0.015768	0.0168594	0.0240564	0.0168594	0.0231566	0.029061	0.015768	0.00997894	0.0168594	0.0196736	0.00997894	0.0196736	0.00997894	0.0168594	0.00997894	0.0196736	0.0168594	0.0168594	0.00997894	0.053787	0.0196736	0.00997894	0.0268917	0.0168594	0.015768	0.0168594	0.0168594	0.00997894	0.015768	0.0331031	0.0315764	0.0331031	0.0268917	0.0168594	0.00997894	0.0196736	0.0168594	0.0268917	0.0268917	0.0488975	0.0268917	0.0168594	0.029061	0.015768	0.0209283	0.038545	0.0316164	0.0240564	0.00997894	0.0364888	0.0196736	0.0268917	0.0240564	0.0268917	0.00997894	0.0209283	0.00997894	0.029061	0.0420531	0.015768	0.0268917	0.029061	0.00997894	0.0351317	0.0351317	0.0316164	0.0231566	0.0316164	0.00997894	0.0196736	0.0351317	0.0196736	0.0498384	0.029061	0.0168594	0.015768	0.015768	0.0231566	0.015768	0.0316164	0.0196736	0.029061	0.00997894	0.0315764	0.0381232	0.0196736	0.0408771	0.015768	0.00997894	0.0240564	0.038545	0.029061	0.0196736	0.0231566	0.0408771	0.00997894	0.00997894	0.0231566	0.029061	0.00997894	0.0168594	0.0268917	0.0168594	0.0471829	0.0316164	0
SWT1	0.0364888	0.00997894	0.0315764	0.00997894	0.0315764	0.0575166	0.0168594	0.0168594	0.0315764	0.0196736	0.0196736	0.0315764	0.0196736	0.0231566	0.0231566	0.0196736	0.029061	0.0231566	0.0168594	0.0522491	0.0315764	0.0315764	0.0231566	0.0315764	0.00997894	0.0315764	0.0196736	0.0315764	0.00997894	0.0315764	0.0315764	0.0168594	0.0168594	0.0168594	0.00997894	0.0196736	0.029061	0.0315764	0.0168594	0.0196736	0.0231566	0.0196736	0.0196736	0.0231566	0.0315764	0.0231566	0.0168594	0.0315764	0.0231566	0.0315764	0.0231566	0.029061	0.0420531	0.0315764	0.0315764	0.0231566	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.0315764	0.029061	0.0231566	0.0331031	0.0315764	0.0315764	0.0315764	0.0209283	0.0168594	0.0231566	0.0315764	0.0196736	0.0231566	0.0315764	0.0209283	0.0315764	0.0231566	0.0196736	0.0196736	0.0231566	0.0231566	0.0315764	0.0168594	0.00997894	0.0315764	0.0240564	0.0315764	0.0231566	0.0231566	0.00997894	0.00997894	0.0196736	0.0231566	0.0168594	0.0315764	0.00997894	0.0168594	0.0315764	0.0315764	0.0315764	0.0196736	0.0315764	0.0315764	0.00997894	0.0231566	0.0168594	0.0315764	0.0168594	0.0231566	0.00997894	0.0316164	0.0381232	0.0231566	0.0268917	0.0315764	0.00997894	0.0315764	0.0168594	0.00997894	0.0231566	0.0168594	0.015768	0.0315764	0.00997894	0.0168594	0.0240564	0.0315764	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.0268917	0.0471829	0.0315764	0.00997894	0.015768	0.00997894	0.0315764	0.0196736	0.0231566	0.0231566	0.0315764	0.0231566	0.029061	0.0168594	0
GAGE1	0.0196736	0.0451171	0.0168594	0.0331031	0.0196736	0.0315764	0.0168594	0.0209283	0.0168594	0.0196736	0.0315764	0.0316164	0.0168594	0.0231566	0.029061	0.0168594	0.0231566	0.0240564	0.0231566	0.0315764	0.015768	0.0351317	0.0231566	0.015768	0.0442577	0.00997894	0.0268917	0.0209283	0.0196736	0.0240564	0.00997894	0.0209283	0.0196736	0.0331031	0.00997894	0.00997894	0.0196736	0.00997894	0.0240564	0.0231566	0.0601664	0.0209283	0.00997894	0.0196736	0.0240564	0.00997894	0.0231566	0.038545	0.0231566	0.015768	0.0316164	0.0209283	0.0315764	0.0168594	0.0209283	0.0231566	0.0240564	0.0231566	0.0316164	0.015768	0.0196736	0.029061	0.0231566	0.0231566	0.0231566	0.0315764	0.0631319	0.0196736	0.0231566	0.00997894	0.029061	0.0196736	0.0315764	0.0168594	0.0442577	0.0196736	0.015768	0.0231566	0.0315764	0.0209283	0.0240564	0.0316164	0.0522491	0.0196736	0.0168594	0.0168594	0.0168594	0.0316164	0.0316164	0.00997894	0.00997894	0.015768	0.0231566	0.0231566	0.015768	0.0331031	0.00997894	0.00997894	0.038545	0.00997894	0.0209283	0.015768	0.0240564	0.0420531	0.00997894	0.0268917	0.0196736	0.0168594	0.0315764	0.0351317	0.015768	0.0231566	0.0231566	0.0196736	0.015768	0.0209283	0.0231566	0.0351317	0.00997894	0.0196736	0.0168594	0.0364888	0.0196736	0.0364888	0.00997894	0.0231566	0.0315764	0.0331031	0.0316164	0.0196736	0.0196736	0.0196736	0.0331031	0.00997894	0.0315764	0.0231566	0.0268917	0.0231566	0.00997894	0.00997894	0.038545	0.0209283	0.0209283	0.053787	0.0231566	0.0268917	0.0168594	0
C10ORF99	0.00997894	0.0240564	0.0196736	0.015768	0.0168594	0.0231566	0.0168594	0.0209283	0.00997894	0.0196736	0.0231566	0.015768	0.0196736	0.0196736	0.0209283	0.00997894	0.0231566	0.00997894	0.0196736	0.0196736	0.00997894	0.0209283	0.0196736	0.0168594	0.0240564	0.0196736	0.0240564	0.0331031	0.00997894	0.0168594	0.0196736	0.015768	0.0196736	0.0240564	0.0240564	0.0209283	0.00997894	0.015768	0.0209283	0.0231566	0.0316164	0.0168594	0.0168594	0.0196736	0.00997894	0.00997894	0.0231566	0.0240564	0.0168594	0.0168594	0.0168594	0.0196736	0.0231566	0.00997894	0.015768	0.0196736	0.0240564	0.0196736	0.0196736	0.00997894	0.00997894	0.0209283	0.0196736	0.0196736	0.0196736	0.0231566	0.00997894	0.0196736	0.0168594	0.00997894	0.0209283	0.0196736	0.0196736	0.00997894	0.0168594	0.0196736	0.015768	0.0231566	0.0231566	0.0209283	0.0240564	0.015768	0.0268917	0.0168594	0.00997894	0.015768	0.00997894	0.015768	0.0316164	0.0168594	0.00997894	0.015768	0.0168594	0.0196736	0.0196736	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.0209283	0.00997894	0.0168594	0.0231566	0.0268917	0.015768	0.0196736	0.0168594	0.0196736	0.0168594	0.00997894	0.0231566	0.0268917	0.0168594	0.0196736	0.00997894	0.0268917	0.0168594	0.0240564	0.00997894	0.0196736	0.0231566	0.0196736	0.015768	0.0168594	0.0168594	0.00997894	0.00997894	0.0196736	0.0231566	0.0196736	0.0209283	0.0196736	0.015768	0.00997894	0.0240564	0.015768	0.0168594	0.0209283	0.0231566	0.0209283	0.0168594	0
TMEM233	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.0209283	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.0168594	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.0168594	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.015768	0.00997894	0.00997894	0.015768	0.015768	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.015768	0.015768	0.015768	0.00997894	0
RCBTB2	0.0231566	0.0231566	0.0315764	0.0315764	0.0231566	0.0759878	0.0658332	0.0196736	0.0315764	0.0315764	0.0488975	0.0315764	0.0315764	0.015768	0.0231566	0.0315764	0.0471829	0.0231566	0.0408771	0.094708	0.0231566	0.0315764	0.0168594	0.0315764	0.0315764	0.0315764	0.0315764	0.0315764	0.038545	0.0315764	0.0315764	0.0315764	0.0268917	0.0231566	0.0168594	0.0196736	0.0196736	0.0315764	0.015768	0.0168594	0.0315764	0.0315764	0.0268917	0.0315764	0.0315764	0.0231566	0.0637458	0.0315764	0.0315764	0.0315764	0.0315764	0.0168594	0.084426	0.0315764	0.0315764	0.0196736	0.0315764	0.0209283	0.0315764	0.0315764	0.0315764	0.0315764	0.015768	0.0168594	0.0535966	0.029061	0.0315764	0.0231566	0.118092	0.0196736	0.0231566	0.0196736	0.0240564	0.0315764	0.0315764	0.0675365	0.0315764	0.00997894	0.0231566	0.0196736	0.0231566	0.0315764	0.0315764	0.00997894	0.0168594	0.0315764	0.0315764	0.0940856	0.0315764	0.0315764	0.00997894	0.0315764	0.0315764	0.0364888	0.0231566	0.0231566	0.00997894	0.029061	0.0315764	0.0315764	0.0196736	0.0315764	0.0315764	0.0315764	0.00997894	0.0315764	0.0455834	0.0209283	0.0451171	0.0315764	0.0315764	0.0637402	0.0666414	0.0231566	0.079122	0.0231566	0.0634819	0.0315764	0.029061	0.0231566	0.0315764	0.0315764	0.118163	0.0315764	0.00997894	0.0196736	0.0196736	0.0315764	0.0315764	0.00997894	0.0315764	0.0231566	0.0315764	0.0601434	0.0855753	0.0168594	0.0231566	0.169092	0.00997894	0.0315764	0.0231566	0.0315764	0.0315764	0.0315764	0.0231566	0.0196736	0.0316164	0
CCDC166	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.0209283	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.015768	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0.00997894	0
NOMO3	0.0315764	0.0315764	0.0660758	0.0315764	0.0315764	0.0168594	0.029061	0.029061	0.0196736	0.127142	0.029061	0.0315764	0.20164	0.0168594	0.0315764	0.0315764	0.0196736	0.0316164	0.0231566	0.0480393	0.0315764	0.0315764	0.0315764	0.0316164	0.0315764	0.20164	0.0315764	0.0315764	0.0231566	0.118786	0.0316164	0.0209283	0.0196736	0.0196736	0.0315764	0.0168594	0.0442577	0.0315764	0.0315764	0.0315764	0.0315764	0.0539884	0.015768	0.038545	0.0759878	0.0562352	0.0522491	0.0315764	0.0196736	0.0196736	0.00997894	0.0231566	0.0315764	0.0788971	0.0315764	0.139107	0.0315764	0.0240564	0.00997894	0.0649288	0.0975881	0.0315764	0.0631319	0.07012	0.20164	0.20164	0.0315764	0.0231566	0.015768	0.0209283	0.0196736	0.0381232	0.0408771	0.0315764	0.0315764	0.0381232	0.0315764	0.0689016	0.0963969	0.0231566	0.0231566	0.0168594	0.0315764	0.0168594	0.0196736	0.0315764	0.0315764	0.0315764	0.0315764	0.127142	0.00997894	0.038545	0.20164	0.0315764	0.0231566	0.0315764	0.00997894	0.0607916	0.0315764	0.0422906	0.0231566	0.0168594	0.0315764	0.0607916	0.00997894	0.0168594	0.0315764	0.0733342	0.00997894	0.0315764	0.0562352	0.0364888	0.0622735	0.0408771	0.0315764	0.0315764	0.0315764	0.0315764	0.0168594	0.0196736	0.0660758	0.0168594	0.0963969	0.0315764	0.00997894	0.07012	0.0488975	0.0455834	0.0315764	0.0315764	0.083391	0.0315764	0.0315764	0.029061	0.0231566	0.0315764	0.0231566	0.0315764	0.00997894	0.0315764	0.0315764	0.0315764	0.20164	0.0315764	0.0975881	0.0315764	0.20164	0
S100A5	0.0485515	0.0754995	0.0231566	0.0268917	0.0471829	0.0315764	0.0231566	0.0196736	0.0315764	0.0940856	0.0315764	0.0924152	0.0315764	0.0702061	0.0562352	0.0196736	0.0315764	0.0168594	0.0231566	0.0315764	0.0707655	0.0733342	0.029061	0.0231566	0.106717	0.0315764	0.0689016	0.0506398	0.015768	0.0231566	0.0315764	0.0196736	0.0231566	0.0331031	0.0504271	0.0485515	0.0315764	0.0364888	0.119526	0.0315764	0.162415	0.0940856	0.0231566	0.0315764	0.0209283	0.0196736	0.0315764	0.127142	0.00997894	0.0168594	0.0231566	0.0209283	0.0315764	0.0315764	0.0316164	0.0315764	0.0788971	0.0940856	0.0585486	0.0809016	0.0727979	0.0607916	0.0315764	0.0315764	0.0315764	0.0315764	0.053787	0.0600815	0.0315764	0.0315764	0.0268917	0.0315764	0.0315764	0.00997894	0.0631319	0.0315764	0.0240564	0.0315764	0.0315764	0.00997894	0.0455834	0.0504271	0.251713	0.0315764	0.0315764	0.0451171	0.015768	0.0924152	0.222005	0.0315764	0.00997894	0.0168594	0.0315764	0.0231566	0.0231566	0.0552863	0.00997894	0.0315764	0.0209283	0.029061	0.0331031	0.0231566	0.075155	0.015768	0.00997894	0.0240564	0.0168594	0.0231566	0.0315764	0.123309	0.0315764	0.0315764	0.0315764	0.0940856	0.0231566	0.0316164	0.0231566	0.0782811	0.0315764	0.0315764	0.0196736	0.0607916	0.0315764	0.0381232	0.0517925	0.0315764	0.0315764	0.169374	0.0471829	0.0209283	0.0311067	0.0168594	0.0498384	0.0231566	0.0315764	0.0315764	0.0702061	0.0196736	0.00997894	0.015768	0.038545	0.0231566	0.0315764	0.0963969	0.0315764	0.0331031	0.0315764	0
ZNF48	0.0638137	0.059868	0.0989739	0.0168594	0.00997894	0.0196736	0.029061	0.059868	0.0240564	0.029061	0.0231566	0.00997894	0.0408771	0.0168594	0.0385218	0.059868	0.0385218	0.0209283	0.0168594	0.0738767	0.0240564	0.015768	0.015768	0.0209283	0.00997894	0.0381232	0.00997894	0.0168594	0.015768	0.155453	0.0331031	0.029061	0.015768	0.015768	0.0738767	0.015768	0.0989739	0.059868	0.0209283	0.0196736	0.0240564	0.106323	0.0316164	0.0268917	0.0364888	0.059868	0.0168594	0.015768	0.0168594	0.0364888	0.059868	0.0196736	0.0196736	0.0638137	0.00997894	0.015768	0.059868	0.00997894	0.0240564	0.119785	0.038545	0.0385218	0.0738767	0.015768	0.0385218	0.00997894	0.0168594	0.0209283	0.0738767	0.0316164	0.0240564	0.00997894	0.059868	0.00997894	0.0209283	0.114868	0.0385218	0.0385218	0.00997894	0.0168594	0.0331031	0.038545	0.0209283	0.0168594	0.0783123	0.015768	0.0168594	0.015768	0.0638137	0.0351317	0.00997894	0.0783123	0.053787	0.0168594	0.0638137	0.015768	0.00997894	0.00997894	0.0168594	0.144866	0.00997894	0.0638137	0.00997894	0.0268917	0.00997894	0.015768	0.00997894	0.0209283	0.0196736	0.00997894	0.130837	0.00997894	0.0168594	0.0783123	0.0385218	0.0268917	0.0638137	0.00997894	0.0168594	0.0168594	0.0209283	0.015768	0.015768	0.059868	0.00997894	0.0892357	0.0783123	0.029061	0.0240564	0.0168594	0.0442577	0.0168594	0.059868	0.00997894	0.0738767	0.0738767	0.0209283	0.0168594	0.015768	0.0168594	0.0168594	0.0638137	0.0316164	0.015768	0.0168594	0.00997894	0.029061	0
